DEPT,DPHI,GR,ILD,FORMATION
4956.5,5.037,87.129,15.284,1
4957,5.446,88.713,14.755,1
4957.5,5.351,89.505,14.575,1
4958,4.974,86.337,14.575,1
4958.5,4.746,81.98,14.575,1
4959,4.506,82.772,14.575,1
4959.5,4.231,84.752,14.575,1
4960,3.879,88.317,14.575,1
4960.5,3.2,93.069,14.575,1
4961,2.041,93.069,14.17,1
4961.5,2.087,89.901,14.17,1
4962,2.342,85.545,14.17,1
4962.5,2.607,80.396,14.55,1
4963,2.953,80.792,14.773,1
4963.5,3.373,83.564,15.385,1
4964,3.727,88.317,15.385,1
4964.5,3.962,98.614,16.33,1
4965,5.058,101.386,17.004,1
4965.5,5.256,103.762,17.321,1
4966,4.943,101.782,17.445,1
4966.5,4.725,100.594,17.814,1
4967,4.166,95.05,17.814,1
4967.5,3.768,92.277,17.814,1
4968,4.346,91.485,17.814,1
4968.5,4.393,90.693,17.814,1
4969,4.088,92.673,17.814,1
4969.5,4.387,90.693,17.814,1
4970,4.723,88.317,17.814,1
4970.5,4.774,87.129,17.119,1
4971,4.498,85.149,16.937,1
4971.5,4.533,84.356,16.408,1
4972,4.539,83.564,15.879,1
4972.5,3.442,82.772,15.385,1
4973,2.746,81.188,15.385,1
4973.5,2.496,79.604,14.816,1
4974,2.496,78.812,14.575,1
4974.5,2.429,77.228,14.446,1
4975,2.136,77.778,14.17,1
4975.5,1.742,77.381,14.17,1
4976,1.653,76.984,13.765,1
4976.5,2.935,78.968,13.765,1
4977,3.433,80.952,13.765,1
4977.5,3.854,83.333,13.765,1
4978,4.208,87.302,13.765,1
4978.5,4.476,89.286,13.765,1
4979,4.678,86.905,14.204,1
4979.5,4.528,84.127,14.575,1
4980,4.306,85.714,14.575,1
4980.5,3.376,85.714,14.575,1
4981,2.907,87.698,14.575,1
4981.5,2.697,91.667,14.575,1
4982,3.144,91.27,14.575,1
4982.5,3.575,89.286,14.98,1
4983,4.076,87.302,15.2,1
4983.5,4.916,86.905,15.385,1
4984,5.356,85.317,15.385,1
4984.5,5.654,84.921,15.385,1
4985,6.044,86.508,14.757,1
4985.5,6.225,85.317,14.575,1
4986,5.565,83.73,14.417,1
4986.5,4.164,84.921,13.888,1
4987,3.496,87.698,12.953,1
4987.5,2.747,88.095,12.424,1
4988,2.011,86.905,12.397,1
4988.5,1.347,84.127,12.926,1
4989,1.083,81.349,12.955,1
4989.5,1.033,82.143,12.955,1
4990,1.64,88.095,12.955,1
4990.5,2.648,93.254,13.765,1
4991,3.207,99.206,13.953,1
4991.5,3.553,100,14.483,1
4992,4.048,100.397,15.012,1
4992.5,4.369,100.397,15.385,1
4993,4.205,99.206,15.385,1
4993.5,3.824,96.032,15.385,1
4994,3.163,94.048,15.385,1
4994.5,2.601,90.476,14.885,1
4995,1.88,87.698,14.575,1
4995.5,1.235,88.492,14.575,1
4996,0.757,90.476,14.138,1
4996.5,0.532,91.27,13.765,1
4997,0.304,93.651,13.765,1
4997.5,0.27,96.429,13.765,1
4998,0.054,98.81,13.765,1
4998.5,0.122,101.19,13.36,1
4999,0.361,101.19,13.36,1
4999.5,0.014,100.794,13.36,1
5000,-0.017,100.397,13.765,1
5000.5,0.216,99.603,13.36,1
5001,0.471,99.603,13.36,1
5001.5,0.872,102.778,13.36,1
5002,1.354,103.571,12.955,1
5002.5,1.673,102.381,12.955,1
5003,1.928,103.175,12.955,1
5003.5,2.377,101.587,12.551,1
5004,3.562,100.794,12.551,1
5004.5,4.098,100.794,12.551,1
5005,5.045,103.571,12.49,1
5005.5,5.379,104.762,12.146,1
5006,5.534,107.143,12.146,1
5006.5,5.688,109.524,12.146,1
5007,5.88,111.508,12.146,1
5007.5,5.544,112.698,12.146,1
5008,5.05,109.524,12.146,1
5008.5,4.659,107.143,12.289,1
5009,4.415,105.952,12.551,1
5009.5,4.861,105.952,12.949,1
5010,5.198,107.937,13.306,1
5010.5,5.198,111.508,13.36,1
5011,5.215,116.27,13.36,1
5011.5,5.325,115.476,13.765,1
5012,5.548,115.476,13.765,1
5012.5,6.11,114.683,14.119,1
5013,6.538,110.714,14.17,1
5013.5,6.63,106.349,14.17,1
5014,6.061,105.556,14.17,1
5014.5,5.88,103.968,14.17,1
5015,6.052,100,14.17,1
5015.5,5.983,100,14.17,1
5016,5.468,100.397,13.733,1
5016.5,4.055,101.587,13.36,1
5017,3.055,106.746,13.36,1
5017.5,2.808,108.73,13.36,1
5018,4.413,107.143,13.223,1
5018.5,4.832,101.984,12.69,1
5019,5.396,100.397,12.551,1
5019.5,6.285,100.397,12.435,1
5020,7.279,102.381,11.903,1
5020.5,8.214,105.952,11,1
5021,9.02,110.317,10.931,1
5021.5,9.913,112.302,10.931,1
5022,9.38,114.683,10.931,1
5022.5,7.768,114.286,10.121,1
5023,6.619,112.698,10.121,1
5023.5,5.503,111.111,10.447,1
5024,4.66,108.73,10.931,1
5024.5,3.696,104.365,10.931,1
5025,3.772,104.762,10.931,1
5025.5,4.793,105.159,10.957,1
5026,5.047,106.746,11.644,1
5026.5,5.28,109.127,12.427,1
5027,6.194,109.921,12.551,1
5027.5,7.025,107.937,12.551,1
5028,7.358,105.556,12.551,1
5028.5,6.785,102.778,12.551,1
5029,5.327,100.794,12.551,1
5029.5,4.732,100.794,12.551,1
5030,4.659,101.19,12.551,1
5030.5,4.763,101.19,13.043,1
5031,5.389,101.19,13.575,1
5031.5,5.194,103.571,14.107,1
5032,5.099,103.571,14.3,1
5032.5,5.183,105.556,14.98,1
5033,5.73,107.143,14.98,1
5033.5,6.002,107.143,15.47,1
5034,5.52,105.556,16.162,1
5034.5,4.856,104.762,16.599,1
5035,4.289,102.778,16.302,2
5035.5,3.91,101.19,15.789,2
5036,3.745,103.175,15.239,2
5036.5,2.868,103.175,14.98,2
5037,3.146,102.381,13.64,2
5037.5,3.371,100.397,13.36,2
5038,3.464,96.825,12.599,2
5038.5,3.528,94.048,11.741,2
5039,4.18,93.651,11.741,2
5039.5,4.802,95.238,11.741,2
5040,5.278,98.413,11.741,2
5040.5,5.684,100.397,11.741,2
5041,5.969,100.397,12.077,2
5041.5,5.676,98.81,12.609,2
5042,5.466,96.032,13.142,2
5042.5,5.288,95.635,13.988,2
5043,5.059,97.619,15.053,2
5043.5,4.761,101.19,15.953,2
5044,4.157,103.968,16.486,2
5044.5,3.751,105.556,18.247,2
5045,3.666,106.349,19.17,2
5045.5,4.205,105.952,19.702,2
5046,4.652,104.365,19.441,2
5046.5,4.282,103.175,18.099,2
5047,3.713,101.19,17.567,2
5047.5,3.067,100.794,17.034,2
5048,2.578,101.587,16.502,2
5048.5,2.988,101.587,15.97,2
5049,3.363,104.762,15.437,2
5049.5,3.298,105.556,14.83,2
5050,3.084,105.952,14.37,2
5050.5,3.084,108.333,13.943,2
5051,4.419,107.937,13.765,2
5051.5,5.04,107.937,13.765,2
5052,4.948,111.111,13.263,2
5052.5,4.454,114.286,12.591,2
5053,3.986,115.873,11.668,2
5053.5,3.417,117.857,10.964,2
5054,3.419,122.619,10.227,2
5054.5,3.497,121.429,9.709,2
5055,3.504,117.857,9.19,2
5055.5,3.839,116.27,8.672,2
5056,3.898,115.079,8.85,2
5056.5,4.023,114.683,9.312,2
5057,5.74,116.667,9.482,2
5057.5,8.302,121.429,10.283,2
5058,11.104,124.603,10.526,2
5058.5,11.067,128.571,11.142,2
5059,10.952,144.444,11.789,2
5059.5,11.182,159.921,12.955,2
5060,11.642,165.873,12.955,2
5060.5,12.363,163.095,12.955,2
5061,11.345,144.841,12.955,2
5061.5,6.1,120.238,12.718,2
5062,5.666,105.556,12.235,2
5062.5,5.98,97.222,12.348,2
5063,6.458,99.603,12.146,2
5063.5,7.003,103.175,12.146,2
5064,6.425,107.143,12.146,2
5064.5,5.831,111.508,12.146,2
5065,5.828,112.698,12.146,2
5065.5,6.538,113.492,12.146,2
5066,7.237,112.698,12.146,2
5066.5,7.24,110.714,12.146,2
5067,6.46,110.317,12.154,2
5067.5,6.135,110.714,12.429,2
5068,6.069,110.714,12.146,2
5068.5,6.055,110.317,12.146,2
5069,5.607,109.524,12.146,2
5069.5,5.191,108.73,12.146,2
5070,4.29,110.317,12.146,2
5070.5,3.431,111.905,12.146,2
5071,3.04,112.302,12.955,2
5071.5,2.805,112.302,13.393,2
5072,2.932,113.095,14.429,2
5072.5,3.554,115.476,15.466,2
5073,3.689,118.651,16.656,2
5073.5,3.384,121.429,18.211,2
5074,3.575,123.413,20.907,3
5074.5,3.831,122.222,22.445,3
5075,4.098,119.444,24.696,3
5075.5,3.734,114.683,27.895,3
5076,2.735,107.143,30.008,3
5076.5,2.908,99.206,30.907,3
5077,3.421,94.841,31.425,3
5077.5,3.603,86.111,32.308,3
5078,3.64,85.714,32.866,3
5078.5,4.706,84.127,33.198,3
5079,4.808,81.349,33.198,3
5079.5,5.189,78.571,32.356,3
5080,5.58,75,30.283,3
5080.5,5.371,71.429,28.211,3
5081,5.013,71.032,26.834,3
5081.5,4.794,70.238,24.988,3
5082,4.523,69.444,24.291,3
5082.5,3.863,68.254,23.725,3
5083,3.667,67.063,22.688,3
5083.5,3.511,69.048,21.247,3
5084,3.31,71.825,21.02,3
5084.5,3.102,75.794,19.984,3
5085,3.365,77.381,19.19,3
5085.5,3.747,80.159,18.672,3
5086,3.967,83.73,17.997,3
5086.5,4.018,84.921,17.433,3
5087,4.128,83.73,17.32,3
5087.5,4.378,82.937,17.004,3
5088,4.218,86.111,17.004,3
5088.5,4.098,86.111,17.433,3
5089,4.226,85.317,18.089,3
5089.5,4.132,85.714,18.623,3
5090,3.441,90.476,19.352,3
5090.5,2.388,92.46,20.939,3
5091,1.72,94.048,22.64,3
5091.5,1.721,99.206,23.377,3
5092,1.542,100.397,25.15,3
5092.5,1.682,100.397,27.773,3
5093,1.25,98.016,28.81,3
5093.5,1.45,89.286,29.15,3
5094,1.997,84.524,29.611,3
5094.5,2.635,80.952,29.96,3
5095,3.212,78.571,29.393,3
5095.5,3.599,75.794,28.356,3
5096,3.59,77.778,27.53,3
5096.5,3.852,80.159,27.312,3
5097,4.006,80.556,27.126,3
5097.5,3.938,80.556,27.085,3
5098,3.977,80.556,26.721,3
5098.5,4.019,79.762,26.721,3
5099,4.844,77.778,26.721,3
5099.5,5.192,81.746,27.215,3
5100,5.219,78.571,27.53,3
5100.5,5.085,77.381,27.53,3
5101,5.117,75.794,28.34,3
5101.5,5.304,72.619,28.664,3
5102,5.459,71.825,29.717,3
5102.5,5.371,72.222,30.364,3
5103,5.272,72.222,30.486,3
5103.5,5.663,72.222,30.769,3
5104,6.166,70.238,30.769,3
5104.5,6.632,70.238,30.769,3
5105,7.048,69.841,30.364,3
5105.5,7.417,69.841,29.636,3
5106,7.72,69.841,28.259,3
5106.5,8.289,68.651,27.206,3
5107,9.234,69.841,25.587,3
5107.5,9.335,70.635,24.291,3
5108,9.252,71.032,22.996,3
5108.5,8.884,71.825,20.972,3
5109,8.297,71.825,20.243,3
5109.5,7.276,71.032,19.676,3
5110,6.933,69.841,18.623,3
5110.5,6.387,69.444,18.704,3
5111,5.234,72.619,18.623,3
5111.5,4.848,77.778,18.623,3
5112,4.197,82.143,19.19,3
5112.5,3.497,86.508,19.433,3
5113,2.895,91.667,19.433,3
5113.5,2.871,94.048,19.433,3
5114,2.849,95.238,19.433,3
5114.5,2.44,96.032,19.433,3
5115,1.949,94.444,19.231,3
5115.5,2.174,90.873,18.704,3
5116,3.451,87.698,17.773,3
5116.5,4.044,86.508,17.247,3
5117,4.479,85.714,16.721,3
5117.5,4.555,87.302,16.194,3
5118,3.84,88.492,15.951,3
5118.5,3.837,91.667,15.385,3
5119,3.878,94.048,15.02,3
5119.5,3.708,94.841,14.899,3
5120,3.439,96.429,14.575,3
5120.5,3.177,95.635,14.899,3
5121,3.235,92.857,15.466,3
5121.5,3.325,92.063,16.194,3
5122,3.398,95.238,16.761,3
5122.5,3.481,99.603,18.219,3
5123,3.464,100.397,20.729,3
5123.5,3.118,102.778,22.105,3
5124,2.848,105.159,23.725,3
5124.5,2.539,105.159,24.615,3
5125,2.184,106.349,26.721,3
5125.5,2.723,106.349,28.502,3
5126,3.21,104.365,30.972,3
5126.5,4.039,101.587,32.955,3
5127,4.729,98.016,33.198,3
5127.5,5.056,91.27,34.008,3
5128,5.287,84.127,34.008,3
5128.5,5.886,76.19,33.765,3
5129,7.229,70.238,33.239,3
5129.5,7.759,69.048,32.308,3
5130,8.301,70.238,31.781,3
5130.5,8.57,72.222,30.607,3
5131,8.813,75.397,29.109,3
5131.5,8.712,79.762,28.259,3
5132,8.197,82.937,26.397,3
5132.5,7.936,86.111,24.696,3
5133,7.046,86.508,22.753,3
5133.5,4.931,84.524,20.567,3
5134,3.31,80.159,18.421,3
5134.5,3.501,78.968,17.652,3
5135,3.992,78.571,16.397,3
5135.5,4.478,78.571,15.142,3
5136,4.757,79.762,14.089,3
5136.5,5.11,81.746,13.36,3
5137,6.386,86.111,12.794,3
5137.5,6.867,92.46,12.551,3
5138,7.122,101.984,11.741,3
5138.5,6.868,106.746,11.498,3
5139,6.27,111.111,11.336,3
5139.5,5.951,111.111,11.417,3
5140,5.624,108.333,11.943,3
5140.5,4.665,105.952,12.47,3
5141,4.132,101.19,13.036,3
5141.5,3.654,100,14.089,3
5142,3.286,100.397,15.789,3
5142.5,3.04,101.984,18.219,3
5143,2.64,104.762,20.607,3
5143.5,2.885,105.159,22.429,3
5144,3.019,104.762,24.534,3
5144.5,2.905,103.571,25.182,3
5145,2.84,101.587,25.101,3
5145.5,2.818,100.794,24.049,3
5146,2.057,98.413,22.105,3
5146.5,1.622,90.079,19.676,3
5147,1.45,79.365,17.085,3
5147.5,1.32,71.032,14.98,3
5148,1.85,66.667,13.806,3
5148.5,3.093,66.667,12.47,3
5149,3.605,74.206,11.781,3
5149.5,4.152,80.159,10.931,3
5150,5.28,81.349,10.526,3
5150.5,6.213,88.095,10.121,3
5151,6.7,92.46,10.121,3
5151.5,6.8,100,10.121,3
5152,6.52,103.968,10.121,3
5152.5,6.2,107.143,10.121,3
5153,6.693,107.937,10.648,3
5153.5,7.08,108.73,10.931,3
5154,7.28,109.921,10.202,3
5154.5,6.253,111.905,10.121,3
5155,5.787,112.302,10.121,3
5155.5,6.08,114.683,10.769,3
5156,6.267,114.683,11.336,3
5156.5,6.32,111.508,11.336,3
5157,6,107.54,11.336,3
5157.5,5.92,104.762,11.336,3
5158,6,101.587,11.215,3
5158.5,6.8,100.794,10.931,3
5159,6.52,100.794,10.931,3
5159.5,6.24,101.19,10.931,3
5160,6.72,101.392,10.931,3
5160.5,6.987,99.801,10.931,3
5161,6.68,98.608,10.931,3
5161.5,6.96,97.813,10.769,3
5162,7.96,98.608,10.243,3
5162.5,9.253,100.199,10.121,3
5163,9.6,102.584,10.121,3
5163.5,9.867,106.561,10.121,3
5164,9.973,110.139,10.121,3
5164.5,10.24,109.344,10.121,3
5165,10.453,107.753,10.121,3
5165.5,9.92,106.561,10.121,3
5166,9.32,101.392,10.162,3
5166.5,7.88,100.596,10.85,3
5167,7.053,100.397,11.903,3
5167.5,6.84,100.794,12.146,3
5168,5.84,101.587,12.915,3
5168.5,5.92,104.762,14.008,3
5169,5.12,104.762,15.263,3
5169.5,4.467,104.762,17.49,3
5170,4.267,100.994,20.04,3
5170.5,4.48,100.199,21.296,3
5171,4.773,101.392,22.834,3
5171.5,4.64,101.392,24.777,3
5172,4.373,99.404,26.64,3
5172.5,4.16,96.223,28.34,3
5173,3.92,89.861,27.692,3
5173.5,3.093,83.499,27.126,3
5174,2.52,79.523,26.761,3
5174.5,2.56,78.33,25.911,3
5175,2.777,79.125,25.911,3
5175.5,3.03,82.306,25.911,3
5176,3.377,90.258,25.466,3
5176.5,3.698,95.03,25.101,3
5177,5.299,97.018,24.291,3
5177.5,5.54,98.608,24.089,3
5178,5.806,99.404,23.563,3
5178.5,5.86,100.199,22.591,3
5179,4.445,102.187,21.538,3
5179.5,4.071,104.97,20.486,3
5180,3.898,108.151,19.433,3
5180.5,3.497,109.163,18.097,3
5181,3.127,109.562,17.571,3
5181.5,3.057,109.96,17.045,3
5182,4.539,107.968,16.68,3
5182.5,4.912,103.984,16.194,3
5183,6.567,97.61,15.951,3
5183.5,6.821,94.235,15.385,3
5184,7.021,93.042,15.385,3
5184.5,7.181,92.644,15.385,3
5185,6.521,93.042,15.385,3
5185.5,5.62,95.03,15.385,3
5186,5.299,94.632,15.385,3
5186.5,5.299,95.825,15.385,3
5187,5.259,98.608,15.385,3
5187.5,5.299,99.404,14.98,3
5188,5.379,102.187,14.858,3
5188.5,5.233,104.97,14.575,3
5189,5.593,106.561,14.575,3
5189.5,5.62,108.946,15.466,3
5190,5.099,113.147,15.992,3
5190.5,5.339,112.351,16.518,3
5191,5.82,110.359,16.64,3
5191.5,5.8,110.359,17.004,3
5192,5.419,109.562,17.571,3
5192.5,5.139,109.562,18.623,3
5193,5.179,111.952,19.109,4
5193.5,5.339,112.749,20.486,4
5194,4.805,112.351,21.012,4
5194.5,4.151,109.562,20.972,4
5195,3.538,103.586,20.648,4
5195.5,4.232,100.398,20.324,4
5196,4.138,96.813,20.162,4
5196.5,3.938,94.821,19.433,4
5197,4.298,93.227,19.433,4
5197.5,4.378,92.43,19.028,4
5198,4.058,92.829,19.757,4
5198.5,4.659,94.422,20.283,4
5199,4.846,100,20.81,4
5199.5,4.579,103.187,21.903,4
5200,4.979,106.375,24.291,4
5200.5,5.136,109.163,25.992,4
5201,4.085,110.359,27.611,4
5201.5,3.413,111.155,28.664,4
5202,3.217,111.155,29.717,4
5202.5,3.238,110.359,30.364,4
5203,3.281,107.171,30.364,4
5203.5,2.126,100.398,29.028,4
5204,0.913,90.438,27.611,4
5204.5,0.847,82.47,26.559,4
5205,1.407,73.705,25.506,4
5205.5,1.962,70.518,25.263,4
5206,2.446,71.713,24.453,4
5206.5,2.305,76.096,24.049,4
5207,1.255,82.47,22.753,4
5207.5,3.558,92.43,21.457,4
5208,5.43,101.195,20.283,4
5208.5,6.074,107.57,19.19,4
5209,6.259,109.96,18.3,4
5209.5,6.795,103.586,17.733,4
5210,7.307,92.829,17.004,4
5210.5,8.267,83.267,16.599,4
5211,8.811,74.104,16.194,4
5211.5,9.063,71.713,16.356,4
5212,9.063,76.892,17.166,4
5212.5,8.943,83.267,17.004,4
5213,8.614,86.853,17.004,4
5213.5,8.111,92.032,17.004,4
5214,6.93,94.821,17.004,4
5214.5,5.82,94.821,17.004,4
5215,5.927,95.618,17.004,4
5215.5,6.274,94.821,16.68,4
5216,6.267,90.438,16.599,4
5216.5,6.215,84.861,16.599,4
5217,6.412,77.291,16.599,4
5217.5,6.398,73.705,17.004,4
5218,6.1,73.307,17.652,4
5218.5,7.949,75.697,18.219,4
5219,8.342,85.657,18.583,4
5219.5,8.342,90.04,19.109,4
5220,8.158,90.438,19.636,4
5220.5,7.829,88.048,19.838,4
5221,7.893,82.47,19.798,4
5221.5,8.291,76.892,19.433,4
5222,8.053,75.299,19.717,4
5222.5,7.51,74.502,19.838,4
5223,7.293,72.112,18.785,4
5223.5,7.296,69.721,18.219,4
5224,7.669,64.542,18.219,4
5224.5,8.007,61.355,18.219,4
5225,7.902,64.94,18.219,4
5225.5,6.738,69.721,18.219,4
5226,5.92,75.697,18.3,4
5226.5,4.814,83.665,19.352,4
5227,4.902,84.861,19.838,4
5227.5,4.894,83.665,20.243,4
5228,4.71,82.47,20.121,4
5228.5,4.849,80.08,19.838,4
5229,5.876,80.08,19.474,4
5229.5,6.528,84.462,19.352,4
5230,8.228,88.446,18.826,4
5230.5,8.503,90.837,18.3,4
5231,8.354,90.04,18.138,4
5231.5,7.57,85.259,17.085,4
5232,7.341,80.478,16.599,4
5232.5,7.021,74.502,15.789,4
5233,6.661,71.713,15.547,4
5233.5,6.571,70.12,14.737,4
5234,5.906,71.713,14.575,4
5234.5,5.469,78.486,14.17,4
5235,5.454,83.665,14.17,4
5235.5,6.005,91.235,14.494,4
5236,6.02,94.821,14.615,4
5236.5,5.704,96.813,14.98,4
5237,5.235,98.805,14.98,4
5237.5,4.765,100.797,14.98,4
5238,4.522,105.976,15.223,4
5238.5,4.502,109.96,16.032,4
5239,5.096,112.351,16.194,4
5239.5,5.001,112.749,16.194,4
5240,4.154,108.367,15.992,4
5240.5,3.583,103.984,15.789,4
5241,3.355,101.594,15.385,4
5241.5,3.381,100.797,15.385,4
5242,3.323,100.398,15.385,4
5242.5,2.773,101.195,14.98,4
5243,2.625,101.594,14.98,4
5243.5,2.996,101.992,14.737,4
5244,3.057,100.797,14.575,4
5244.5,3.047,99.602,14.17,4
5245,2.868,99.602,13.765,4
5245.5,2.471,98.008,13.36,4
5246,2.091,99.203,13.36,4
5246.5,1.632,104.382,13.36,4
5247,1.476,106.773,13.36,4
5247.5,1.836,111.554,13.36,4
5248,2.444,115.538,13.684,4
5248.5,3.642,114.343,13.765,4
5249,5.778,109.562,13.927,4
5249.5,6.867,98.805,14.17,4
5250,8.022,92.46,14.575,4
5250.5,8.369,87.698,14.818,4
5251,8.609,89.683,15.385,4
5251.5,8.342,90.873,15.951,4
5252,7.768,88.492,16.478,4
5252.5,7.275,85.317,17.004,4
5253,6.941,80.159,17.126,4
5253.5,7.101,72.619,17.652,4
5254,7.301,69.841,17.814,4
5254.5,7.101,71.429,17.814,4
5255,6.581,71.032,17.814,4
5255.5,5.82,71.032,17.814,4
5256,5.072,75.397,17.368,4
5256.5,4.098,81.746,17.004,4
5257,3.217,80.556,17.004,4
5257.5,2.71,80.952,16.599,4
5258,2.283,80.952,15.951,4
5258.5,2.336,79.365,15.385,4
5259,2.643,78.571,15.385,4
5259.5,2.55,82.937,15.223,4
5260,2.857,89.683,14.575,4
5260.5,3.164,92.46,14.575,4
5261,2.79,97.222,14.575,4
5261.5,2.296,101.587,14.413,4
5262,1.816,100,13.887,4
5262.5,1.909,93.651,13.765,4
5263,2.496,90.476,13.765,4
5263.5,2.123,91.27,13.765,4
5264,1.829,96.032,13.765,4
5264.5,1.816,101.19,13.765,4
5265,1.976,107.54,13.765,4
5265.5,1.906,109.524,13.765,4
5266,1.616,107.54,13.36,4
5266.5,1.349,105.159,13.36,4
5267,1.189,105.368,13.077,4
5267.5,1.135,105.368,12.955,4
5268,1.229,105.368,12.955,4
5268.5,1.429,106.163,12.47,4
5269,1.776,103.38,12.146,4
5269.5,2.27,99.404,12.146,4
5270,2.27,98.211,12.146,4
5270.5,1.776,95.825,12.146,4
5271,1.549,96.62,12.591,4
5271.5,1.709,100.199,12.955,4
5272,1.936,102.982,12.955,4
5272.5,2.016,111.332,12.955,4
5273,2.096,116.899,13.077,4
5273.5,2.23,120.477,13.117,4
5274,2.136,120.477,12.955,4
5274.5,1.816,117.694,12.146,4
5275,2.376,115.079,12.146,4
5275.5,2.737,113.492,12.146,4
5276,2.803,113.889,11.255,4
5276.5,2.336,114.683,10.526,4
5277,2.136,113.492,10.526,4
5277.5,2.443,110.714,10.526,4
5278,3.417,108.333,10.405,4
5278.5,4.445,103.571,10.364,4
5279,4.539,103.571,10.526,4
5279.5,4.539,105.952,10.526,4
5280,4.886,105.952,10.526,4
5280.5,6.1,107.143,10.526,4
5281,6.781,108.73,10.526,4
5281.5,7.141,107.937,10.526,4
5282,6.888,105.952,10.81,4
5282.5,7.195,101.587,10.931,4
5283,7.662,99.206,10.931,4
5283.5,8.009,92.644,11.174,4
5284,5.499,89.861,11.336,4
5284.5,4.659,88.668,11.741,4
5285,4.232,88.27,11.943,4
5285.5,4.232,86.282,12.146,4
5286,4.819,85.885,12.955,4
5286.5,4.632,84.294,12.955,4
5287,4.018,83.897,12.955,4
5287.5,4.539,89.463,12.955,4
5288,6.821,92.247,12.955,4
5288.5,7.261,95.03,12.955,4
5289,7.328,96.223,13.32,4
