DEPT,DPHI,GR,ILD,FORMATION
5289.5,7.435,95.03,13.36,4
5290,7.061,94.632,13.158,4
5290.5,7.622,95.03,12.955,4
5291,7.875,96.62,12.955,4
5291.5,7.181,95.427,12.955,4
5292,6.487,96.223,12.955,4
5292.5,5.259,99.404,12.955,4
5293,4.218,102.187,12.955,4
5293.5,3.898,104.97,12.955,4
5294,3.377,106.163,12.955,4
5294.5,2.523,106.163,13.441,4
5295,2.136,104.175,13.765,4
5295.5,2.096,102.982,13.36,4
5296,2.577,105.368,13.36,4
5296.5,2.857,107.753,13.603,4
5297,4.579,110.934,14.049,4
5297.5,4.365,110.139,14.575,4
5298,4.392,107.356,14.818,4
5298.5,4.819,106.958,15.385,4
5299,5.433,106.163,16.113,4
5299.5,5.927,107.356,16.356,4
5300,6.581,108.151,17.206,4
5300.5,7.023,109.742,17.731,4
5301,6.983,112.922,17.814,4
5301.5,7.705,115.706,17.97,4
5302,7.973,117.694,18.219,4
5302.5,8.27,116.899,19.008,4
5303,8.659,112.525,19.543,4
5303.5,8.554,104.97,19.838,4
5304,8.929,100.994,19.838,4
5304.5,9.626,100.596,19.838,4
5305,9.752,100.199,20.202,4
5305.5,10.042,102.187,20.949,4
5306,10.563,104.97,21.457,4
5306.5,10.778,104.175,21.322,4
5307,10.949,100.994,20.798,4
5307.5,10.755,99.404,20.648,4
5308,10.359,94.235,19.66,4
5308.5,10.019,91.054,18.611,4
5309,9.846,91.054,17.891,4
5309.5,9.553,89.066,17.324,4
5310,9.215,87.078,16.599,4
5310.5,8.8,85.089,16.318,4
5311,7.877,83.897,15.794,4
5311.5,7.464,83.101,15.905,4
5312,7.329,83.499,15.96,4
5312.5,6.894,85.487,15.789,4
5313,6.218,86.68,15.789,4
5313.5,5.555,91.054,15.789,4
5314,5.054,97.018,15.789,4
5314.5,5.529,103.38,15.789,4
5315,5.964,116.103,15.789,4
5315.5,6.43,130.02,15.267,4
5316,7.236,132.406,14.98,4
5316.5,7.759,129.225,14.17,4
5317,8.174,120.635,14.17,4
5317.5,8.419,105.159,13.836,4
5318,8.262,99.603,13.36,4
5318.5,7.591,93.651,13.36,4
5319,6.737,91.27,13.36,4
5319.5,5.589,90.079,13.36,4
5320,5.348,91.27,13.36,4
5320.5,5.706,94.841,13.601,4
5321,6.089,96.032,14.126,4
5321.5,6.251,98.81,14.17,4
5322,6.28,100,14.17,4
5322.5,6.704,105.159,14.17,4
5323,6.682,114.683,14.575,4
5323.5,6.431,120.635,14.723,4
5324,5.363,124.206,14.98,4
5324.5,5.16,125.794,15.366,4
5325,5.386,124.056,15.789,4
5325.5,5.379,119.682,15.348,4
5326,5.136,114.513,14.98,4
5326.5,4.911,109.742,13.765,4
5327,5.051,106.958,13.591,4
5327.5,5.449,105.765,13.36,4
5328,4.775,104.573,12.534,4
5328.5,3.887,103.38,11.741,4
5329,3.773,103.777,11.494,4
5329.5,4.505,104.97,10.97,4
5330,4.835,109.344,10.931,4
5330.5,4.859,113.32,10.931,4
5331,4.868,114.115,10.931,4
5331.5,5.2,113.32,10.931,4
5332,5.359,111.73,10.931,4
5332.5,4.748,111.73,11.204,4
5333,4.241,116.103,11.336,4
5333.5,3.959,121.429,11.694,4
5334,3.72,127.778,11.694,4
5334.5,3.91,131.746,11.694,4
5335,4.379,136.111,11.694,4
5335.5,5.373,140.079,11.873,4
5336,5.56,145.635,12.097,4
5336.5,5.572,150.397,12.097,4
5337,5.706,154.365,12.23,4
5337.5,5.712,153.968,12.752,4
5338,5.632,133.333,12.903,4
5338.5,5.546,121.429,12.903,4
5339,5.002,111.508,12.903,4
5339.5,4.554,106.349,12.903,4
5340,4.176,109.127,12.903,4
5340.5,4.01,113.492,13.062,4
5341,3.898,113.492,13.585,4
5341.5,3.942,111.111,13.71,4
5342,4.776,109.524,13.71,4
5342.5,5.435,105.556,14.143,4
5343,5.934,103.175,14.516,4
5343.5,6.9,102.381,14.784,4
5344,7.529,100.794,15.694,4
5344.5,6.912,100.794,15.623,4
5345,6.424,100.397,15.323,4
5345.5,5.771,100,15.323,4
5346,4.42,100.794,15.323,4
5346.5,3.607,101.19,14.569,4
5347,2.974,101.984,14.423,4
5347.5,2.411,101.19,14.113,4
5348,2.459,100,14.113,4
5348.5,2.888,100.397,13.71,4
5349,3.041,101.984,13.71,4
5349.5,2.496,105.952,13.71,4
5350,1.88,109.921,14.17,4
5350.5,1.194,110.714,14.17,4
5351,0.526,111.508,13.931,4
5351.5,0.133,113.492,13.407,4
5352,-0.242,113.889,13.433,4
5352.5,-1.112,111.905,13.765,4
5353,-1.211,108.333,13.765,4
5353.5,-0.881,105.159,13.765,4
5354,-0.322,101.19,13.765,4
5354.5,0.22,98.81,13.765,4
5355,0.629,96.032,13.765,4
5355.5,1.185,94.444,13.765,4
5356,1.825,93.254,13.765,4
5356.5,2.181,93.254,13.765,4
5357,2.397,94.841,13.765,4
5357.5,2.803,96.825,13.937,4
5358,3.357,97.619,14.462,4
5358.5,4.179,96.825,14.575,4
5359,4.823,97.619,14.575,4
5359.5,5.591,99.206,14.575,4
5360,6.219,100,14.939,4
5360.5,6.514,101.19,15.385,4
5361,6.631,105.159,15.385,4
5361.5,6.472,110.714,15.385,4
5362,6.112,115.079,15.789,4
5362.5,5.66,115.873,15.789,4
5363,5.137,114.286,15.789,4
5363.5,4.276,109.524,15.399,4
5364,3.724,102.778,14.98,4
5364.5,3.311,101.19,14.98,4
5365,3.131,103.571,14.636,4
5365.5,3.013,103.571,14.575,4
5366,2.323,101.587,14.575,4
5366.5,2.626,100.794,14.575,4
5367,2.974,98.81,14.907,4
5367.5,3.144,97.222,14.385,4
5368,3.219,100,14.113,4
5368.5,3.294,103.968,14.482,4
5369,3.501,107.143,14.431,4
5369.5,4.135,107.937,14.113,4
5370,4.252,107.143,14.113,4
5370.5,4.457,105.556,14.113,4
5371,4.77,104.762,14.113,4
5371.5,4.537,108.333,14.113,4
5372,3.969,109.524,14.113,4
5372.5,3.648,109.921,14.113,4
5373,3.6,110.714,14.113,4
5373.5,3.6,107.937,14.113,4
5374,3.873,107.937,14.113,4
5374.5,3.433,107.143,14.113,4
5375,3.08,104.573,14.113,4
5375.5,3.204,104.97,14.113,4
5376,3.508,105.368,14.25,4
5376.5,2.939,104.175,14.516,4
5377,2.421,104.573,14.516,4
5377.5,2.12,104.97,14.516,4
5378,2.003,104.175,14.516,4
5378.5,2.162,106.163,14.845,4
5379,2.523,109.742,14.919,4
5379.5,2.909,112.922,14.919,4
5380,3.536,118.489,14.919,4
5380.5,3.978,120.875,14.919,4
5381,3.982,122.465,14.919,4
5381.5,3.31,124.056,14.919,4
5382,2.978,121.67,14.919,4
5382.5,2.752,120.08,14.446,4
5383,2.243,119.284,14.113,4
5383.5,1.978,119.284,13.496,4
5384,1.987,116.899,13.258,4
5384.5,2.458,113.718,12.214,4
5385,3,111.73,11.573,4
5385.5,3.008,111.73,10.887,4
5386,2.758,113.32,10.79,4
5386.5,3.048,115.308,10.268,4
5387,3.254,115.308,10.081,4
5387.5,2.72,114.911,10.081,4
5388,1.992,115.706,10.081,4
5388.5,1.35,118.091,10.657,4
5389,1.026,119.284,11.294,4
5389.5,1.002,120.477,11.94,4
5390,1.216,123.658,12.742,4
5390.5,0.97,129.225,13.264,4
5391,1.403,132.406,13.46,4
5391.5,2.909,131.213,14.308,4
5392,3.156,126.044,14.516,4
5392.5,3.24,119.682,14.516,4
5393,3.273,116.899,14.665,4
5393.5,3.459,122.465,14.919,4
5394,3.755,134.791,14.919,4
5394.5,3.783,137.972,15.22,4
5395,3.456,136.382,15.363,4
5395.5,3.303,131.213,15.726,4
5396,3.204,122.068,15.839,4
5396.5,3.406,118.091,16.883,4
5397,3.307,115.308,17.339,4
5397.5,2.912,112.922,18.165,4
5398,2.573,109.742,18.952,4
5398.5,2.592,107.753,19.448,4
5399,3.07,106.561,20.125,4
5399.5,4.082,105.765,20.565,4
5400,5.012,105.765,20.767,4
5400.5,5.639,103.777,20.968,4
5401,7.025,103.777,20.968,4
5401.5,7.465,104.573,20.794,4
5402,7.403,109.344,20.266,4
5402.5,7.08,115.706,19.738,4
5403,7.093,119.682,19.355,4
5403.5,7.042,120.875,19.085,4
5404,6.757,119.682,18.952,4
5404.5,6.568,114.513,18.315,4
5405,6.193,108.549,17.742,4
5405.5,6.164,100.994,17.375,4
5406,5.888,100.199,17.339,4
5406.5,5.376,99.801,17.125,4
5407,4.886,100.199,16.935,4
5407.5,4.838,102.187,16.532,4
5408,5.058,104.97,16.347,4
5408.5,5.306,103.777,16.129,4
5409,5.706,102.187,16.097,4
5409.5,6.273,101.392,15.726,4
5410,7.973,100.596,15.444,4
5410.5,8.232,102.584,15.323,4
5411,8.098,102.982,15.323,4
5411.5,6.625,100.994,15.323,4
5412,5.421,97.416,15.323,4
5412.5,3.707,96.825,14.617,4
5413,2.681,96.825,15.145,4
5413.5,2.56,97.619,15.323,4
5414,1.476,99.603,15.323,4
5414.5,1.32,100,15.323,4
5415,1.776,100.397,15.323,4
5415.5,3.574,101.587,15.323,4
5416,4.742,105.952,15.323,4
5416.5,4.279,109.127,15.323,4
5417,3.467,111.111,15.323,4
5417.5,3.916,111.905,15.464,4
5418,4.275,112.698,15.992,4
5418.5,4.409,111.905,16.129,4
5419,3.853,111.905,16.129,4
5419.5,3.137,112.302,16.367,4
5420,3.215,111.508,16.532,4
5420.5,3.365,109.524,16.532,4
5421,3.377,106.349,16.532,4
5421.5,3.385,105.556,16.532,4
5422,3.486,104.762,16.129,4
5422.5,3.484,103.175,16.129,4
5423,3.303,104.365,16.129,4
5423.5,3.359,105.952,16.532,4
5424,3.51,105.952,16.532,4
5424.5,3.176,109.127,16.532,4
5425,2.528,110.317,16.599,4
5425.5,2.061,108.73,16.599,4
5426,1.429,105.556,16.599,4
5426.5,1.399,101.587,16.976,4
5427,1.569,99.603,16.907,4
5427.5,1.64,95.238,16.377,4
5428,1.542,92.857,16.194,4
5428.5,1.204,90.873,15.789,4
5429,1.046,90.873,15.789,4
5429.5,1.273,93.254,15.789,4
5430,1.728,94.841,15.789,4
5430.5,2.005,95.635,15.789,4
5431,2.008,95.238,15.498,4
5431.5,2.379,94.444,15.385,4
5432,2.944,93.254,15.385,4
5432.5,3.308,93.254,15.385,4
5433,3.319,94.444,14.996,4
5433.5,2.777,96.825,14.575,4
5434,2.456,100,14.575,4
5434.5,2.572,100.794,14.575,4
5435,2.669,101.587,14.575,4
5435.5,2.111,100.794,14.575,4
5436,1.325,98.016,14.243,4
5436.5,0.626,95.238,13.765,4
5437,0.455,95.238,13.765,4
5437.5,0.728,97.03,13.765,4
5438,0.905,99.01,13.765,4
5438.5,1.045,100.198,13.765,4
5439,1.28,100.198,13.765,4
5439.5,1.621,99.802,13.765,4
5440,1.718,101.386,13.36,4
5440.5,1.736,101.782,13.36,4
5441,1.736,104.158,13.36,4
5441.5,1.807,104.554,12.955,4
5442,1.856,104.158,12.955,4
5442.5,1.616,103.366,12.955,4
5443,1.701,104.554,12.955,4
5443.5,1.886,107.327,12.955,4
5444,1.976,109.703,12.955,4
5444.5,2.032,112.079,12.955,4
5445,2.326,113.663,12.955,4
5445.5,2.376,115.248,12.955,4
5446,2.434,116.436,13.765,4
5446.5,3.106,116.832,13.765,4
5447,3.65,117.228,13.765,4
5447.5,4.915,116.832,13.765,4
5448,5.026,116.436,13.765,4
5448.5,6.094,120.396,13.765,4
5449,6.999,123.168,13.765,4
5449.5,7.702,122.772,13.765,4
