DEPT,DPHI,GR,ILD,FORMATION
5285.5,5.198,70.281,27.885,3
5286,5.556,69.478,28.737,3
5286.5,5.833,67.871,29.698,3
5287,6.071,67.871,30.02,3
5287.5,6.19,66.265,30.02,3
5288,6.19,65.863,29.312,3
5288.5,5.04,66.265,28.306,3
5289,4.484,69.076,26.945,3
5289.5,4.087,73.896,25.666,3
5290,4.167,79.518,24.599,3
5290.5,4.325,81.526,23.695,3
5291,4.206,83.534,22.481,3
5291.5,3.968,84.739,21.341,3
5292,3.77,85.542,20.872,3
5292.5,3.69,85.542,20.258,3
5293,3.81,86.747,19.765,3
5293.5,4.087,89.558,19.189,3
5294,3.413,92.771,18.632,3
5294.5,3.095,98.394,17.803,3
5295,2.659,98.394,16.779,3
5295.5,2.341,96.787,16.307,3
5296,2.302,91.566,15.438,3
5296.5,2.659,90.361,15.109,3
5297,3.016,90.763,15.001,3
5297.5,3.016,90.763,14.758,3
5298,3.571,90.763,15.048,3
5298.5,4.206,86.345,16.285,3
5299,4.087,81.124,18.441,3
5299.5,3.77,75.502,20.851,3
5300,3.571,71.888,22.649,3
5300.5,3.492,67.871,24.229,3
5301,3.651,66.265,26.189,3
5301.5,4.087,66.667,28.098,3
5302,4.603,67.871,29.167,3
5302.5,5.238,69.88,28.856,3
5303,5.873,71.888,28.185,3
5303.5,6.31,73.896,27.316,3
5304,6.746,75.1,26.815,3
5304.5,6.627,77.108,26.149,3
5305,6.667,77.912,25.635,3
5305.5,6.825,76.305,25.478,3
5306,6.905,74.699,25.397,3
5306.5,7.024,74.699,25.589,3
5307,6.905,73.494,26.056,3
5307.5,6.746,73.896,26.389,3
5308,6.587,74.297,26.397,3
5308.5,6.31,72.691,26.587,3
5309,6.151,72.691,26.984,3
5309.5,6.111,73.896,26.984,3
5310,6.111,75.502,26.984,3
5310.5,6.071,75.904,26.887,3
5311,5.794,78.313,26.786,3
5311.5,5.437,78.715,26.374,3
5312,5.119,76.305,25.77,3
5312.5,4.683,77.108,25.149,3
5313,4.563,77.912,24.44,3
5313.5,4.127,77.108,23.185,3
5314,3.532,78.715,21.373,3
5314.5,3.135,81.928,20.433,3
5315,3.373,83.936,19.831,3
5315.5,3.81,84.337,19.422,3
5316,4.008,85.141,18.899,3
5316.5,4.087,84.337,18.849,3
5317,4.008,85.141,18.651,3
5317.5,3.81,85.542,18.651,3
5318,3.492,82.731,18.713,3
5318.5,3.373,81.124,19.285,3
5319,3.611,79.92,20.148,3
5319.5,3.611,79.116,20.437,3
5320,3.492,79.92,20.185,3
5320.5,3.571,84.739,19.66,3
5321,3.611,86.747,18.989,3
5321.5,4.008,87.55,18.451,3
5322,4.365,88.755,17.643,3
5322.5,4.087,91.165,17.034,3
5323,4.087,91.968,16.321,3
5323.5,3.968,91.968,15.873,3
5324,3.889,93.173,15.522,3
5324.5,3.492,92.369,15.419,3
5325,3.28,91.566,15.104,3
5325.5,2.884,93.976,14.702,3
5326,2.805,95.181,14.314,3
5326.5,2.448,96.386,14.314,3
5327,2.408,97.992,14.314,3
5327.5,2.369,95.582,14.314,3
5328,2.052,94.378,14.64,3
5328.5,1.814,92.369,14.83,3
5329,2.607,90.763,15.449,3
5329.5,2.408,92.369,16.129,3
5330,2.567,94.378,17.429,3
5330.5,3.399,94.378,18.543,3
5331,3.835,94.779,19.517,3
5331.5,4.272,91.165,21.065,3
5332,5.025,86.345,22.759,3
5332.5,5.619,81.928,23.37,3
5333,6.174,78.715,24.419,3
5333.5,6.373,76.305,25.584,3
5334,6.928,75.904,26.873,3
5334.5,7.522,75.904,27.457,3
5335,7.879,76.707,28.416,3
5335.5,7.919,79.518,28.824,3
5336,7.879,81.928,28.962,3
5336.5,7.8,86.345,29.173,3
5337,7.998,85.141,30.266,3
5337.5,8.196,83.133,31.014,3
5338,8.117,79.116,30.574,3
5338.5,7.205,72.691,29.744,3
5339,5.619,69.076,28.741,3
5339.5,4.272,67.871,26.991,3
5340,3.36,69.076,24.639,3
5340.5,2.963,73.896,20.763,3
5341,3.201,80.321,18.048,3
5341.5,3.439,89.558,16.1,3
5342,3.756,97.59,14.28,3
5342.5,4.192,103.614,13.131,3
5343,4.351,106.827,12.722,3
5343.5,4.43,106.426,12.121,3
5344,4.589,104.016,11.499,3
5344.5,4.945,103.614,11.286,3
5345,4.985,102.41,10.736,3
5345.5,4.787,100.803,10.537,3
5346,4.628,102.41,10.537,3
5346.5,4.549,104.819,10.537,3
5347,4.47,105.622,10.537,3
5347.5,4.39,106.426,10.58,3
5348,4.311,108.032,10.916,3
5348.5,3.875,106.426,11.252,3
5349,4.311,105.221,13.018,3
5349.5,4.509,98.795,14.254,3
5350,4.272,90.361,15.374,3
5350.5,3.954,81.526,17.843,3
5351,3.479,72.289,19.702,3
5351.5,2.844,67.871,20.421,3
5352,2.369,66.667,20.636,3
5352.5,2.725,69.478,21.04,3
5353,3.162,73.092,19.304,3
5353.5,3.32,78.313,16.938,3
5354,3.756,83.534,15.547,3
5354.5,4.192,91.566,14.629,3
5355,4.549,94.779,13.585,3
5355.5,5.461,97.992,12.078,3
5356,5.937,96.787,10.709,3
5356.5,6.174,95.181,9.794,3
5357,6.69,96.386,9.473,3
5357.5,7.047,99.598,9.145,3
5358,7.284,102.008,9.145,3
5358.5,7.166,106.827,9.145,3
5359,7.007,110.843,9.145,3
5359.5,6.848,114.056,9.145,3
5360,6.848,115.261,8.946,3
5360.5,6.928,115.663,8.946,3
5361,6.848,113.655,8.953,3
5361.5,6.65,109.639,9.288,3
5362,6.65,108.835,9.543,3
5362.5,6.809,108.032,9.543,3
5363,7.166,106.827,9.695,3
5363.5,7.284,105.622,9.742,3
5364,7.364,105.221,9.742,3
5364.5,7.483,101.606,9.742,3
5365,7.602,102.41,9.742,3
5365.5,7.443,102.41,9.742,3
5366,7.245,102.41,9.742,3
5366.5,6.928,102.41,9.742,3
5367,6.492,102.811,9.742,3
5367.5,6.928,104.418,9.742,3
5368,7.047,106.024,9.728,3
5368.5,7.086,107.229,9.742,3
5369,7.364,105.221,9.742,3
5369.5,7.641,104.819,9.742,3
5370,7.443,104.819,9.742,3
5370.5,7.522,104.016,9.742,3
5371,7.681,104.418,9.742,3
5371.5,7.245,105.622,9.94,3
5372,6.809,106.426,9.94,3
5372.5,6.729,106.827,9.94,3
5373,7.284,105.622,9.94,3
5373.5,7.681,104.418,9.94,3
5374,7.721,102.008,9.98,3
5374.5,7.245,99.197,10.414,3
5375,7.126,99.799,10.239,3
5375.5,7.007,99.396,10.374,3
5376,6.848,99.396,10.709,3
5376.5,6.809,100.201,12.078,3
5377,6.492,98.592,13.892,3
5377.5,6.016,94.567,14.944,3
5378,4.311,91.751,15.52,3
5378.5,3.28,86.922,16.859,3
5379,3.043,87.726,18.522,3
5379.5,3.32,94.567,20.261,3
5380,4.351,97.787,20.808,3
5380.5,4.589,98.592,21.074,3
5381,4.073,100.201,21.074,3
5381.5,3.479,99.799,21.074,3
5382,3.479,99.396,21.074,3
5382.5,3.637,103.421,21.074,3
5383,3.835,107.445,21.491,3
5383.5,4.192,109.457,21.359,3
5384,4.351,110.262,20.875,3
5384.5,4.549,107.445,20.477,3
5385,4.906,107.445,19.98,3
5385.5,5.461,103.018,19.476,3
5386,6.056,100.201,18.728,3
5386.5,5.897,98.592,17.213,3
5387,5.58,94.567,16.474,3
5387.5,5.183,92.555,15.867,3
5388,5.183,94.165,15.586,3
5388.5,5.183,97.787,15.507,3
5389,5.421,101.811,15.507,3
5389.5,5.223,103.421,14.652,3
5390,4.747,103.823,14.513,3
5390.5,4.945,102.213,14.513,3
5391,5.223,98.994,14.513,3
5391.5,5.263,99.396,14.437,3
5392,5.382,100.604,14.314,3
5392.5,5.461,100.604,14.314,3
5393,5.699,103.823,14.294,3
5393.5,6.135,104.225,14.115,3
5394,6.69,105.03,14.115,3
5394.5,8.077,105.835,14.115,3
5395,8.593,107.042,14.115,3
5395.5,8.91,107.847,14.115,3
5396,8.87,109.054,14.115,3
5396.5,8.751,111.469,14.297,3
5397,8.751,112.274,14.274,4
5397.5,8.672,111.871,14.43,4
5398,8.276,110.664,14.765,4
5398.5,7.839,105.835,15.288,4
5399,7.562,101.408,15.759,4
5399.5,7.007,98.592,16.627,4
5400,6.396,98.189,17.495,4
5400.5,5.564,93.763,18.29,4
5401,5.168,95.372,17.874,4
5401.5,4.812,98.592,17.349,4
5402,4.574,98.592,16.814,4
5402.5,5.01,98.994,16.478,4
5403,5.287,101.006,15.981,4
5403.5,5.485,101.408,15.442,4
5404,5.842,103.421,14.6,4
5404.5,6.396,105.433,14.115,4
5405,6.356,106.64,13.824,4
5405.5,6.317,109.457,13.335,4
5406,6.317,109.859,12.525,4
5406.5,5.723,115.895,12.525,4
5407,5.089,123.139,12.722,4
5407.5,6.317,118.31,13.257,4
5408,6.238,111.871,13.742,4
5408.5,5.604,101.811,14.75,4
5409,4.455,87.324,15.757,4
5409.5,3.149,80.08,16.478,4
5410,1.644,84.909,18.224,4
5410.5,1.683,93.763,19.74,4
5411,2.713,100.604,19.917,4
5411.5,3.465,101.408,19.561,4
5412,4.178,103.018,18.266,4
5412.5,4.218,106.237,17.147,4
5413,3.505,106.237,16.513,4
5413.5,3.822,107.847,16.103,4
5414,4.218,106.237,15.905,4
5414.5,5.327,89.738,16.103,4
5415,6.554,80.885,16.103,4
5415.5,8.218,73.239,15.551,4
5416,8.139,67.606,15.097,4
5416.5,8.218,67.606,14.824,4
5417,8.337,70.423,14.712,4
5417.5,8.297,74.447,14.712,4
5418,8.416,78.873,14.712,4
5418.5,9.01,82.093,14.606,4
5419,8.693,81.69,14.469,4
5419.5,7.465,80.885,14.178,4
5420,7.149,79.276,13.863,4
5420.5,7.386,76.056,13.718,4
5421,7.941,72.032,14.162,4
5421.5,9.564,70.423,14.447,4
5422,10.673,71.227,14.783,4
5422.5,11.03,73.239,15.119,4
5423,10.752,73.239,15.602,4
5423.5,10.04,77.264,16.247,4
5424,8.614,76.861,17.145,4
5424.5,7.743,70.423,17.495,4
5425,8.157,67.203,17.893,4
5425.5,8.751,62.777,18.726,4
5426,9.267,60.362,18.887,4
5426.5,10.733,61.569,18.887,4
5427,11.249,66.398,18.518,4
5427.5,11.051,72.435,18.168,4
5428,10.535,74.849,17.511,4
5428.5,10.139,74.849,16.701,4
5429,9.782,74.447,16.228,4
5429.5,9.623,74.447,15.706,4
5430,10.496,74.447,15.706,4
5430.5,10.496,80.08,15.706,4
5431,10.02,85.312,15.706,4
5431.5,8.949,86.117,15.706,4
5432,8.117,84.909,15.706,4
5432.5,8.593,79.678,15.808,4
5433,9.465,74.849,15.905,4
5433.5,10.099,71.227,15.905,4
5434,10.059,72.435,15.589,4
5434.5,9.861,78.471,15.126,4
5435,9.623,81.288,14.92,4
5435.5,9.148,86.519,14.515,4
5436,8.315,88.934,13.845,4
5436.5,7.76,90.946,13.445,4
5437,7.324,93.36,12.914,4
5437.5,6.373,94.567,12.724,4
5438,5.778,98.189,12.745,4
5438.5,5.064,99.396,13.041,4
5439,4.39,100.201,13.121,4
5439.5,3.954,104.225,13.121,4
5440,3.28,108.249,13.121,4
5440.5,2.924,109.457,12.724,4
5441,3.201,110.664,12.542,4
5441.5,3.201,110.262,12.525,4
5442,3.518,105.433,12.782,4
5442.5,3.994,101.006,12.922,4
5443,4.311,101.006,13.121,4
5443.5,4.827,100.201,13.121,4
5444,4.906,99.396,13.121,4
5444.5,4.787,99.799,13.06,4
5445,4.589,101.006,12.618,4
5445.5,4.39,103.823,12.326,4
5446,4.311,103.823,12.554,4
5446.5,4.351,101.811,12.724,4
5447,4.39,101.811,12.724,4
5447.5,4.47,99.396,12.922,4
5448,4.549,96.177,12.922,4
5448.5,4.311,97.384,12.87,4
5449,4.43,103.018,12.724,4
5449.5,4.232,108.249,12.525,4
5450,3.889,110.04,12.698,4
5450.5,3.651,115.663,12.5,4
5451,3.532,117.269,12.427,4
5451.5,3.611,112.851,12.292,4
5452,3.73,111.245,11.958,4
5452.5,4.762,109.639,11.905,4
5453,5.754,102.811,11.905,4
5453.5,6.627,99.598,11.905,4
5454,7.024,95.984,11.958,4
5454.5,7.143,89.558,12.545,4
5455,7.103,86.345,12.698,4
5455.5,6.865,83.936,12.698,4
5456,6.825,83.133,13.003,4
5456.5,6.944,84.739,13.492,4
5457,6.667,85.141,13.492,4
5457.5,6.23,83.534,13.492,4
5458,6.23,81.928,13.492,4
5458.5,6.389,79.518,13.492,4
5459,6.468,76.707,13.492,4
5459.5,6.627,74.297,13.889,4
5460,6.746,76.707,13.69,4
5460.5,6.786,79.116,13.356,4
5461,6.468,83.936,13.221,4
5461.5,6.27,89.558,12.897,4
5462,6.31,93.574,12.897,4
5462.5,6.667,94.779,12.897,4
5463,6.865,94.378,12.897,4
5463.5,6.825,93.173,13.472,4
5464,5.714,91.165,13.69,4
5464.5,4.762,89.558,13.69,4
5465,4.087,93.173,13.69,4
5465.5,3.651,99.197,13.727,4
5466,2.897,106.024,13.889,4
5466.5,2.341,115.261,13.889,4
5467,1.905,121.687,13.889,4
5467.5,1.31,126.104,13.889,4
5468,1.23,126.506,13.889,4
5468.5,1.19,128.916,13.7,4
5469,1.587,127.309,13.366,4
5469.5,2.024,124.9,13.199,4
5470,2.222,121.687,12.897,4
5470.5,1.706,120.482,12.698,4
5471,1.19,120.08,12.698,4
5471.5,0.635,118.072,12.698,4
5472,0.794,112.851,12.619,4
5472.5,0.992,106.426,12.289,4
5473,1.151,101.606,12.039,4
5473.5,1.944,98.394,11.749,4
5474,1.905,97.992,11.614,4
5474.5,1.746,102.811,11.31,4
5475,1.667,107.631,11.31,4
5475.5,1.429,114.056,11.31,4
5476,1.429,119.679,11.31,4
5476.5,1.905,124.498,10.913,4
5477,2.341,123.293,10.866,4
5477.5,2.619,120.08,10.714,4
5478,2.619,116.466,10.595,4
5478.5,2.46,113.253,10.516,4
5479,2.381,112.45,10.516,4
5479.5,2.183,112.048,10.516,4
5480,2.143,110.04,10.516,4
5480.5,2.302,109.639,10.651,4
5481,2.857,111.245,10.985,4
5481.5,2.857,112.45,10.986,4
5482,2.857,112.851,10.754,4
5482.5,3.095,114.859,9.987,4
5483,3.889,112.45,9.306,4
5483.5,4.921,106.426,8.972,4
5484,5.913,102.008,8.929,4
5484.5,6.627,96.386,8.929,4
5485,7.103,92.369,8.929,4
5485.5,7.421,90.361,9.127,4
5486,7.738,87.55,9.127,4
5486.5,7.857,85.542,9.127,4
5487,7.738,85.542,9.127,4
5487.5,7.54,85.542,9.127,4
5488,7.5,87.952,9.127,4
5488.5,6.905,92.771,9.127,4
5489,6.825,95.181,9.127,4
5489.5,6.786,95.984,9.127,4
5490,6.389,94.378,9.127,4
5490.5,5.992,90.361,9.127,4
5491,5.794,89.96,9.332,4
5491.5,5.159,91.566,9.524,4
5492,4.841,94.378,9.782,4
5492.5,4.921,100.402,9.921,4
5493,4.246,102.811,9.921,4
5493.5,3.532,104.819,10.142,4
5494,3.254,106.426,10.635,4
5494.5,2.778,108.434,11.111,4
5495,2.698,111.245,11.111,4
5495.5,2.659,115.663,11.009,4
5496,2.698,115.261,10.833,4
5496.5,2.976,114.859,10.516,4
5497,3.492,116.064,10.516,4
5497.5,3.492,118.072,10.565,4
5498,3.095,118.072,10.714,4
5498.5,2.817,116.867,10.837,4
5499,2.857,113.655,10.913,4
5499.5,2.421,109.639,11.042,4
5500,2.381,106.426,11.17,4
5500.5,2.5,107.229,11.489,4
5501,2.619,110.04,11.683,4
5501.5,2.421,110.04,11.683,4
5502,2.302,112.45,11.683,4
5502.5,1.667,114.458,11.683,4
5503,1.032,113.253,11.971,4
5503.5,0.675,116.867,12.333,4
5504,0.516,120.482,12.837,4
5504.5,0.516,120.884,13.369,4
5505,0.714,118.072,13.663,4
5505.5,1.746,112.048,13.839,4
5506,3.889,107.631,14.286,4
5506.5,6.19,97.992,14.954,4
5507,8.929,97.992,15.248,4
5507.5,9.802,98.394,15.769,4
5508,10.317,98.394,16.364,4
5508.5,10.635,95.582,16.933,4
5509,11.032,92.771,17.228,4
5509.5,11.389,90.361,17.435,4
5510,11.627,88.353,17.769,4
5510.5,11.984,87.55,18.301,4
5511,11.508,87.55,18.437,4
5511.5,10.913,86.747,18.457,4
5512,7.698,87.55,17.998,4
5512.5,3.77,90.763,17.624,4
5513,2.817,92.771,16.956,4
5513.5,3.452,96.386,16.634,4
5514,4.921,98.795,15.929,4
5514.5,5.833,102.811,15.446,4
5515,5.992,108.434,14.904,4
5515.5,4.841,114.859,15.05,4
5516,4.246,118.474,15.05,4
5516.5,4.881,120.08,15.248,4
5517,5.437,119.277,15.248,4
5517.5,7.103,110.843,15.248,4
5518,8.452,106.426,15.248,4
5518.5,8.889,104.418,15.035,4
5519,9.087,101.205,14.626,4
5519.5,8.611,103.614,13.971,4
5520,7.738,105.221,13.465,4
5520.5,6.706,105.221,13.303,4
5521,5.754,106.024,12.871,4
5521.5,5.675,108.032,12.475,4
5522,5.556,108.434,12.475,4
5522.5,5.238,108.835,12.475,4
5523,4.683,110.04,11.979,4
5523.5,4.563,110.04,11.683,4
5524,3.77,110.442,11.683,4
5524.5,3.413,115.261,11.683,4
5525,2.937,118.876,11.706,4
5525.5,3.095,120.08,11.706,4
5526,3.81,120.08,11.706,4
5526.5,4.643,114.458,11.706,4
5527,5.119,107.229,11.854,4
5527.5,5.079,103.614,12.103,4
5528,3.968,101.205,12.302,4
5528.5,3.532,100.803,12.462,4
5529,2.579,101.606,12.698,4
5529.5,2.222,102.008,12.698,4
5530,1.706,105.622,12.698,4
5530.5,1.627,111.245,12.698,4
5531,1.508,122.892,12.514,4
5531.5,1.825,127.711,11.868,4
5532,2.302,138.153,11.056,4
5532.5,3.016,136.948,10.721,4
5533,3.492,133.735,10.386,4
5533.5,4.087,130.924,10.119,4
5534,4.484,124.498,9.915,4
5534.5,4.484,114.859,9.722,4
5535,4.365,114.458,9.643,4
5535.5,4.008,119.679,9.325,4
5536,3.81,127.711,9.479,4
5536.5,3.69,146.988,9.524,4
5537,3.889,169.076,9.524,4
5537.5,4.325,179.92,9.524,4
5538,5.079,189.157,9.524,4
5538.5,6.111,181.928,9.483,4
5539,6.667,173.494,9.325,4
5539.5,6.984,148.996,9.127,4
5540,7.262,130.12,9.074,4
5540.5,7.302,121.687,8.929,4
5541,7.302,113.655,8.929,4
5541.5,7.302,110.843,9.126,4
5542,7.302,111.647,9.427,4
5542.5,7.302,110.843,9.53,4
5543,7.143,107.631,9.865,4
5543.5,6.984,105.221,10.593,4
5544,6.865,104.016,10.733,4
5544.5,6.587,102.811,11.222,4
5545,5.913,101.606,11.693,4
5545.5,4.643,103.213,12.53,4
5546,3.333,102.41,12.698,4
5546.5,2.698,100.402,12.897,4
5547,2.063,100.402,12.897,4
5547.5,2.54,100.402,12.897,4
5548,3.254,100.402,12.598,4
5548.5,3.611,103.213,11.929,4
5549,3.413,105.221,11.458,4
5549.5,3.413,106.827,10.866,4
5550,3.413,107.631,10.714,4
5550.5,3.095,108.032,10.982,4
5551,3.056,106.024,11.323,4
5551.5,3.214,102.811,12.133,4
5552,3.175,101.606,12.5,4
5552.5,2.897,103.213,12.517,4
5553,2.5,106.426,12.698,4
5553.5,1.944,110.04,12.698,4
5554,1.944,113.253,12.698,4
5554.5,2.5,113.253,12.698,4
5555,3.532,111.245,12.533,4
5555.5,4.048,106.426,12.302,4
5556,4.444,100.402,12.302,4
5556.5,4.444,90.361,12.302,4
5557,3.69,85.944,12.302,4
5557.5,2.976,86.747,12.302,4
5558,2.698,87.952,12.302,4
5558.5,2.698,90.361,12.302,4
5559,2.897,92.771,12.158,4
5559.5,3.175,93.173,11.905,4
5560,3.73,92.369,11.905,4
5560.5,4.008,93.173,11.905,4
5561,3.73,93.574,11.905,4
5561.5,3.532,93.574,11.905,4
5562,3.333,99.197,11.786,4
5562.5,2.937,104.016,12.335,4
5563,2.976,110.04,12.698,4
5563.5,3.095,118.876,13.185,4
5564,3.175,120.884,13.519,4
5564.5,3.056,121.285,13.69,4
5565,2.619,120.482,13.69,4
5565.5,2.024,114.859,13.69,4
5566,1.429,110.04,13.995,4
5566.5,1.349,107.229,14.087,4
5567,1.706,106.426,14.087,4
5567.5,2.024,106.426,13.889,4
5568,2.063,108.032,13.439,4
5568.5,1.905,110.442,13.294,4
5569,1.508,113.253,13.294,4
5569.5,1.349,116.867,13.294,4
5570,1.389,116.466,13.294,4
5570.5,1.627,116.466,12.897,4
5571,1.905,115.663,12.743,4
5571.5,1.706,114.859,12.622,4
5572,1.667,114.859,12.5,4
5572.5,1.667,114.859,12.5,4
5573,1.786,114.859,12.5,4
5573.5,2.183,114.859,12.5,4
5574,2.579,114.056,12.5,4
5574.5,2.778,112.851,12.5,4
5575,2.659,112.45,12.5,4
